,contributors,coordinates,created_at,entities,extended_entities,favorite_count,favorited,geo,id,id_str,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,is_quote_status,lang,place,possibly_sensitive,quoted_status,quoted_status_id,quoted_status_id_str,retweet_count,retweeted,retweeted_status,source,text,truncated,user,sources,compound,positive,negative,neutral
0,,,Sun Jul 01 20:43:50 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BBC6Music', 'name': 'BBC Radio 6 Music', 'id': 89168924, 'id_str': '89168924', 'indices': [3, 13]}], 'urls': []}",,0,False,,1013523596403200001,1013523596403200001,,,,,,False,en,,,,,,7,False,"{'created_at': 'Sun Jul 01 08:50:08 +0000 2018', 'id': 1013343989213384704, 'id_str': '1013343989213384704', 'text': '👏 What was the best gig you saw in June?\n\n🎟 What exciting things have you got coming up in July?', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 89168924, 'id_str': '89168924', 'name': 'BBC Radio 6 Music', 'screen_name': 'BBC6Music', 'location': 'United Kingdom', 'description': 'Celebrating the alternative spirit of music & culture. Listen worldwide. Hear shows & clips on the @BBC iPlayer Radio app. What just played? @BBC6MusicBot', 'url': 'http://t.co/wM5EwxsjnE', 'entities': {'url': {'urls': [{'url': 'http://t.co/wM5EwxsjnE', 'expanded_url': 'http://www.bbc.co.uk/6music', 'display_url': 'bbc.co.uk/6music', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 694812, 'friends_count': 1844, 'listed_count': 4239, 'created_at': 'Wed Nov 11 12:02:06 +0000 2009', 'favourites_count': 65910, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 122435, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '010206', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/996724322650742784/xYrDlPYn_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/996724322650742784/xYrDlPYn_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/89168924/1530200023', 'profile_link_color': '7FDBB6', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '7CB0B5', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 55, 'favorited': False, 'retweeted': False, 'lang': 'en'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BBC6Music: 👏 What was the best gig you saw in June?

🎟 What exciting things have you got coming up in July?",False,"{'id': 19701628, 'id_str': '19701628', 'name': 'BBC', 'screen_name': 'BBC', 'location': 'TV. Radio. Online', 'description': 'Our mission is to enrich your life and to inform, educate and entertain you, wherever you are.', 'url': 'http://t.co/9Yv7DJ1Pmu', 'entities': {'url': {'urls': [{'url': 'http://t.co/9Yv7DJ1Pmu', 'expanded_url': 'http://www.bbc.co.uk', 'display_url': 'bbc.co.uk', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1406587, 'friends_count': 180, 'listed_count': 10005, 'created_at': 'Thu Jan 29 08:30:16 +0000 2009', 'favourites_count': 3567, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 25387, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19701628/1529736836', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",@BBC,0.8299,0.29,0.0,0.71
1,,,Sun Jul 01 19:36:52 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'bbc5live', 'name': 'BBC Radio 5 live', 'id': 7589572, 'id_str': '7589572', 'indices': [3, 12]}], 'urls': []}",,0,False,,1013506742267842561,1013506742267842561,,,,,,False,en,,,,,,244,False,"{'created_at': 'Sun Jul 01 15:49:00 +0000 2018', 'id': 1013449399966535682, 'id_str': '1013449399966535682', 'text': '“We said jokingly, ‘is it a shark?!’” 😲🦈\n\nA great white shark has been spotted in Spanish waters for the first time… https://t.co/4EFrBsnlI0', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/4EFrBsnlI0', 'expanded_url': 'https://twitter.com/i/web/status/1013449399966535682', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'source': '<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 7589572, 'id_str': '7589572', 'name': 'BBC Radio 5 live', 'screen_name': 'bbc5live', 'location': 'Salford, United Kingdom', 'description': ""The @BBC's home of breaking news and sport: where stories come to life. Tweet @bbc5live to contact the studio directly."", 'url': 'https://t.co/5izLAphc1n', 'entities': {'url': {'urls': [{'url': 'https://t.co/5izLAphc1n', 'expanded_url': 'http://www.bbc.co.uk/5live', 'display_url': 'bbc.co.uk/5live', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 634149, 'friends_count': 18497, 'listed_count': 4474, 'created_at': 'Thu Jul 19 16:30:09 +0000 2007', 'favourites_count': 1623, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 100792, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '8595AE', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/985994370657734657/QR5Mn88L_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/985994370657734657/QR5Mn88L_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/7589572/1528807432', 'profile_link_color': '009ACD', 'profile_sidebar_border_color': 'FFFFFF', 'profile_sidebar_fill_color': '032E59', 'profile_text_color': '919191', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 244, 'favorite_count': 662, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @bbc5live: “We said jokingly, ‘is it a shark?!’” 😲🦈

A great white shark has been spotted in Spanish waters for the first time in over 4…",False,"{'id': 19701628, 'id_str': '19701628', 'name': 'BBC', 'screen_name': 'BBC', 'location': 'TV. Radio. Online', 'description': 'Our mission is to enrich your life and to inform, educate and entertain you, wherever you are.', 'url': 'http://t.co/9Yv7DJ1Pmu', 'entities': {'url': {'urls': [{'url': 'http://t.co/9Yv7DJ1Pmu', 'expanded_url': 'http://www.bbc.co.uk', 'display_url': 'bbc.co.uk', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1406587, 'friends_count': 180, 'listed_count': 10005, 'created_at': 'Thu Jan 29 08:30:16 +0000 2009', 'favourites_count': 3567, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 25387, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19701628/1529736836', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",@BBC,0.6588,0.155,0.0,0.845
2,,,Sun Jul 01 19:27:02 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2ZhaGsysoa', 'expanded_url': 'https://twitter.com/i/web/status/1013504268962320384', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",,31,False,,1013504268962320384,1013504268962320384,,,,,,False,en,,False,,,,12,False,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Get unprecedented access to the hidden world of elite gymnasts in Russia. 🤸‍♀️

Storyville: Olympic Dreams of Russi… https://t.co/2ZhaGsysoa",True,"{'id': 19701628, 'id_str': '19701628', 'name': 'BBC', 'screen_name': 'BBC', 'location': 'TV. Radio. Online', 'description': 'Our mission is to enrich your life and to inform, educate and entertain you, wherever you are.', 'url': 'http://t.co/9Yv7DJ1Pmu', 'entities': {'url': {'urls': [{'url': 'http://t.co/9Yv7DJ1Pmu', 'expanded_url': 'http://www.bbc.co.uk', 'display_url': 'bbc.co.uk', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1406587, 'friends_count': 180, 'listed_count': 10005, 'created_at': 'Thu Jan 29 08:30:16 +0000 2009', 'favourites_count': 3567, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 25387, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19701628/1529736836', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",@BBC,0.4019,0.13,0.0,0.87
3,,,Sun Jul 01 19:02:03 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RomeshRanga', 'name': 'Romesh Ranganathan', 'id': 19910414, 'id_str': '19910414', 'indices': [4, 16]}], 'urls': [{'url': 'https://t.co/ud4Vni3WW2', 'expanded_url': 'https://twitter.com/i/web/status/1013497982233272321', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",,70,False,,1013497982233272321,1013497982233272321,,,,,,False,en,,False,,,,11,False,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","✈️🌍 @RomeshRanga travels way beyond his comfort zone to some of the most beautiful, but dangerous, places on earth.… https://t.co/ud4Vni3WW2",True,"{'id': 19701628, 'id_str': '19701628', 'name': 'BBC', 'screen_name': 'BBC', 'location': 'TV. Radio. Online', 'description': 'Our mission is to enrich your life and to inform, educate and entertain you, wherever you are.', 'url': 'http://t.co/9Yv7DJ1Pmu', 'entities': {'url': {'urls': [{'url': 'http://t.co/9Yv7DJ1Pmu', 'expanded_url': 'http://www.bbc.co.uk', 'display_url': 'bbc.co.uk', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1406587, 'friends_count': 180, 'listed_count': 10005, 'created_at': 'Thu Jan 29 08:30:16 +0000 2009', 'favourites_count': 3567, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 25387, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19701628/1529736836', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",@BBC,-0.2957,0.168,0.176,0.657
4,,,Sun Jul 01 18:00:19 +0000 2018,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1011779481277693954, 'id_str': '1011779481277693954', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1011779481277693954/pu/img/acDHPJ-JNc_vXs4D.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1011779481277693954/pu/img/acDHPJ-JNc_vXs4D.jpg', 'url': 'https://t.co/LijCpCURdC', 'display_url': 'pic.twitter.com/LijCpCURdC', 'expanded_url': 'https://twitter.com/bbcworldservice/status/1011779651008638977/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1011779651008638977, 'source_status_id_str': '1011779651008638977', 'source_user_id': 786764, 'source_user_id_str': '786764'}]}","{'media': [{'id': 1011779481277693954, 'id_str': '1011779481277693954', 'indices': [75, 98], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1011779481277693954/pu/img/acDHPJ-JNc_vXs4D.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1011779481277693954/pu/img/acDHPJ-JNc_vXs4D.jpg', 'url': 'https://t.co/LijCpCURdC', 'display_url': 'pic.twitter.com/LijCpCURdC', 'expanded_url': 'https://twitter.com/bbcworldservice/status/1011779651008638977/video/1', 'type': 'video', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 720, 'resize': 'fit'}, 'large': {'w': 720, 'h': 720, 'resize': 'fit'}}, 'source_status_id': 1011779651008638977, 'source_status_id_str': '1011779651008638977', 'source_user_id': 786764, 'source_user_id_str': '786764', 'video_info': {'aspect_ratio': [1, 1], 'duration_millis': 110800, 'variants': [{'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1011779481277693954/pu/vid/480x480/UPWOdAdJ_JGgSPK7.mp4?tag=3'}, {'bitrate': 1280000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1011779481277693954/pu/vid/720x720/Ku0vFsfc58q-VRGc.mp4?tag=3'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1011779481277693954/pu/pl/QJxNx76bEOo30r0O.m3u8?tag=3'}, {'bitrate': 256000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1011779481277693954/pu/vid/240x240/aTW78OcZMqqYpwQK.mp4?tag=3'}]}, 'additional_media_info': {'monetizable': False, 'source_user': {'id': 786764, 'id_str': '786764', 'name': 'BBC World Service', 'screen_name': 'bbcworldservice', 'location': '', 'description': ""News, views and highlights from the BBC's international radio station."", 'url': 'https://t.co/doI5ybdrhZ', 'entities': {'url': {'urls': [{'url': 'https://t.co/doI5ybdrhZ', 'expanded_url': 'http://Bbcworldservice.com', 'display_url': 'Bbcworldservice.com', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 341353, 'friends_count': 381, 'listed_count': 5021, 'created_at': 'Wed Feb 21 17:36:40 +0000 2007', 'favourites_count': 1568, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 146809, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'FFFFFF', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1004638958091894784/JtNS_gjE_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1004638958091894784/JtNS_gjE_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/786764/1529076237', 'profile_link_color': '333399', 'profile_sidebar_border_color': '003399', 'profile_sidebar_fill_color': 'FFFFFF', 'profile_text_color': '000000', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}}}]}",123,False,,1013482448552972290,1013482448552972290,,,,,,False,en,,False,,,,52,False,,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Why were these photos of the Great Depression censored using a hole punch?
https://t.co/LijCpCURdC",False,"{'id': 19701628, 'id_str': '19701628', 'name': 'BBC', 'screen_name': 'BBC', 'location': 'TV. Radio. Online', 'description': 'Our mission is to enrich your life and to inform, educate and entertain you, wherever you are.', 'url': 'http://t.co/9Yv7DJ1Pmu', 'entities': {'url': {'urls': [{'url': 'http://t.co/9Yv7DJ1Pmu', 'expanded_url': 'http://www.bbc.co.uk', 'display_url': 'bbc.co.uk', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1406587, 'friends_count': 180, 'listed_count': 10005, 'created_at': 'Thu Jan 29 08:30:16 +0000 2009', 'favourites_count': 3567, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 25387, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19701628/1529736836', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",@BBC,-0.0516,0.211,0.273,0.515
5,,,Sun Jul 01 17:58:17 +0000 2018,"{'hashtags': [{'text': 'Wimbledon', 'indices': [63, 73]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BBCSport', 'name': 'BBC Sport', 'id': 265902729, 'id_str': '265902729', 'indices': [3, 12]}], 'urls': [{'url': 'https://t.co/Ngi3D5UZQF', 'expanded_url': 'https://bbc.in/2KoJZnl', 'display_url': 'bbc.in/2KoJZnl', 'indices': [111, 134]}]}",,0,False,,1013481936877219841,1013481936877219841,,,,,,False,en,,False,,,,544,False,"{'created_at': 'Sun Jul 01 15:34:12 +0000 2018', 'id': 1013445675613392896, 'id_str': '1013445675613392896', 'text': 'Two-time champion Andy Murray has withdrawn from #Wimbledon on the eve of the tournament.\n\nMore:… https://t.co/1RI91k2L31', 'truncated': True, 'entities': {'hashtags': [{'text': 'Wimbledon', 'indices': [49, 59]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/1RI91k2L31', 'expanded_url': 'https://twitter.com/i/web/status/1013445675613392896', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [98, 121]}]}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 265902729, 'id_str': '265902729', 'name': 'BBC Sport', 'screen_name': 'BBCSport', 'location': 'MediaCityUK, Salford', 'description': 'Official https://t.co/XsBH2P4slh account. Also from @bbc - @bbcmotd @bbcf1 @bbctms @bbctennis @bbcrugbyunion @bbcsnooker & @bbcgetinspired', 'url': 'https://t.co/nGZXuvg6cY', 'entities': {'url': {'urls': [{'url': 'https://t.co/nGZXuvg6cY', 'expanded_url': 'http://www.bbc.co.uk/sport/0/', 'display_url': 'bbc.co.uk/sport/0/', 'indices': [0, 23]}]}, 'description': {'urls': [{'url': 'https://t.co/XsBH2P4slh', 'expanded_url': 'http://www.bbc.co.uk/sport', 'display_url': 'bbc.co.uk/sport', 'indices': [9, 32]}]}}, 'protected': False, 'followers_count': 7429423, 'friends_count': 283, 'listed_count': 19503, 'created_at': 'Mon Mar 14 09:44:40 +0000 2011', 'favourites_count': 712, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': True, 'statuses_count': 353384, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': True, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/968086146180886528/P_nvzGw__normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/968086146180886528/P_nvzGw__normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/265902729/1527076326', 'profile_link_color': 'FFD230', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 544, 'favorite_count': 799, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @BBCSport: Two-time champion Andy Murray has withdrawn from #Wimbledon on the eve of the tournament.

More: https://t.co/Ngi3D5UZQF http…",False,"{'id': 19701628, 'id_str': '19701628', 'name': 'BBC', 'screen_name': 'BBC', 'location': 'TV. Radio. Online', 'description': 'Our mission is to enrich your life and to inform, educate and entertain you, wherever you are.', 'url': 'http://t.co/9Yv7DJ1Pmu', 'entities': {'url': {'urls': [{'url': 'http://t.co/9Yv7DJ1Pmu', 'expanded_url': 'http://www.bbc.co.uk', 'display_url': 'bbc.co.uk', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1406587, 'friends_count': 180, 'listed_count': 10005, 'created_at': 'Thu Jan 29 08:30:16 +0000 2009', 'favourites_count': 3567, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': True, 'statuses_count': 25387, 'lang': 'en', 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': '000000', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/662708106/bbc_normal.png', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/19701628/1529736836', 'profile_link_color': '000000', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': False, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'regular'}",@BBC,0.5994,0.178,0.0,0.822
